FaceID,Batch,Shotcrete_Layer,Spray_Time,Air_Temp,Shotcrete_Temp,Shotcrete_Blend,15M_MPa,30M_MPa,60M_MPa,90M_MPa,120M_MPa,150M_Mpa,180M_Mpa,240M_Mpa,270M_Mpa,300M_Mpa
RUP_1074_ACC_22,1 & 2 & 3,1,22:40:00,3.0,,,,,,1,,,,,,
RUP_1074_ACC_23,1 & 2,1,12:20:00,7.0,,,,,,1.08,,,,,,
RUP_1074_ACC_24,1 & 2 & 3,1,03:00:00,8.0,,,,,1,,,,,,,
RUP_975_ACC_29,4 & 5,2,14:20:00,9.0,,,,,,1,,,,,,
RUP_1074_ACC (SI-GTC-176),1 & 2 & 3,2,00:00:00,8.0,,,,,,,,,,,,
RUP_1074_ACC_25,4 & 5,2,00:00:00,7.0,,,,,1.01,,,,,,,
RUP_975_ACC_29,1 & 2,1,02:00:00,7.0,,,,,,0.87,,,1.02,,,
RUP_1074_ACC_26,1 2 3 ,1,14:10:00,3.0,,,,,,1,,,,,,
RUP_1074_ACC_26,1 & 2,2,00:05:00,6.0,,,,,0.75,0.83,1,,,,,
RUP_1074_ACC_27,1 & 2 & 3,1,14:00:00,7.0,,,,,1,,,,,,,
RUP_1074_ACC_29(NCR-GTC-176),1 & 2,1,22:40:00,12.0,,,,,,0.81,1,,,,,
RUP_1000_INC_07,1 & 2 & 3,1,00:10:00,-3.0,,,,,,1,,,,,,
RUP_975_ACC_31,1 & 2 & 3,1,04:00:00,-3.0,,,,,,,1.03,,,,,
RUP_1000_INC_08,1 & 2 & 3,1,21:00:00,-3.0,,,,,,,1.03,,,,,
RUP_1000_INC_09,1 & 2,1,17:00:00,1.0,,,,,,,,,1.02,,,
RUP_1000_INC_10,1 & 2,1,16:00:00,1.0,,,,,,1.01,,,,,,
RUP_1025_DEC_43,1 to 7,1,03:30:00,1.0,,,,,,,0.8,,1,,,
RUP_1025_DEC_45,1 & 2 & 3,1,22:40:00,1.0,,,,,,1,,,,,,
RUP_1025_DEC_45,1 & 2 & 3 & 4 & 5 & 6 & 7 & 8,2,23:15:00,10.0,,,,,1,,,,,,,
RUP_970_SMP_02,1 & 2 & 3,1,01:10:00,12.0,,,,,1,,,,,,,
RUP_1025_DEC_46,1_3,1,06:00:00,12.0,,,,,,,1,,,,,
RUP_970_SMP_03,1 & 2 & 3,1,23:20:00,5.0,,,,,1.01,,,,,,,
RUP_1025_DEC_46,1 & 2 & 3 & 4 & 5 ,2,03:40:00,2.0,,,,,1,,,,,,,
RUP_1025_DEC_47,1 & 2 & 3 & 4  ,1,13:30:00,-3.0,,,,,,,1.06,,,,,
RUP_1025_DEC_48,1 & 2 & 3,1,04:00:00,-5.0,,,,,,1.02,,,,,,
RUP_1025_DEC_49,1 & 2,2,06:00:00,-2.0,,,,,,,0.79,,,1.04,,
RUP_1025_DEC_50,1 & 2 & 3,1,23:30:00,-6.0,,,,,,,1,,,,,
RUP_1025_DEC_50,1 & 2 & 3,1,04:00:00,-6.0,,,,,,1,,,,,,
RUP_1049_ACC_01,1 & 2,1,01:20:00,-4.0,,,,,,,,1.0,,,,
RUP_1025_DEC_50,1 & 2,2,03:00:00,-4.0,,,,,,,1,,,,,
RUP_1000_ACC_05,1 & 2,2,12:00:00,0.0,,,,,,1,,,,,,
RUP_1074_ACC_30,1 & 2 & 3,1,09:20:00,-2.0,,,,,,1,,,,,,
RUP_1074_ACC_31,1 & 2,1,11:45:00,3.0,,,,,1.02,,,,,,,
RUP_1049_ACC_01,5 & 6,2,15:00:00,2.0,,,,,,,,,,,,
RUP_1049_ACC_02,1 to 4,2,15:10:00,-3.0,,,,,0.4,,,,,,,
RUP_1049_ACC_02,1 & 2 & 3 & 4  ,2,16:10:00,-3.0,,,,,0.41,,,,,,,1.01
RUP_1049_ACC_02,5,2,23:30:00,-1.0,,,,,1,,,,,,,
RUP_1049_ACC_03,1 & 2,1,15:00:00,2.0,,,,,0.92,,1.01,,,,,
RUP_1035_STP_02,1 & 2,2,17:30:00,-1.0,,,,,,,1.02,,,,,
RUP_1000_ACC_06,1&2&3,1,22:30:00,-2.0,,,,,0.8,,,1.03,,,,
RUP_1000_ACC_06,4&5&6,2,05:30:00,-3.0,,,,,,,1,,,,,
RUP_1035_STP_03,1 & 2,1,18:00:00,6.0,,,,,,1.01,,,,,,
RUP_1035_STP_03,3&4,2,03:45:00,4.0,,,,,0.7,,,,,,,
950 DEC SI-GTC-226 (Rehab),,,,,,,,,,,,,,,,
RUP_1074_SP_01,1&2,1,02:30:00,2.0,,,,,,,0.87,0.94,0.99,,,
RUP_1035_STP_04,1,1,11:10:00,1.0,,,,,,,1.01,,,,,
RUP_975_FWN_01,1 & 2,1,13:30:00,12.0,,,,,,1,,,,,,
RUP_975_FWN_01,3 & 4,2,21:00:00,2.0,,,,,0.52,,1.01,,,,,
RUP_1074_SP_02,1 & 2,2,12:45:00,11.0,,,,,,0.9,1,,,,,
RUP_950_REHAB (SI-GTC-226),4&5&6,2,13:30:00,5.0,,,,,0.84,,1,,,,,
RUP_975_FWN_03 (new),1 & 2,2,13:15:00,3.0,,,,,0.82,,,1.01,,,,
RUP_975_FWN_04 (new),1&2&3,1,03:00:00,1.0,,,,,0.83,,1.01,,,,,
RUP_1049_ACC_04,2 & 3,1,13:30:00,2.0,,,,,0.85,,1.02,,,,,
RUP_1049_ACC_05,1 & 2,1,22:10:00,3.0,,,,,0.62,,,,1,,,
RUP_950_REHAB (SI-GTC-226),12 and 13,1,10:30:00,6.0,,,,,,,1,,,,,
RUP_975_FWN_07 (new),4&5&6,2,15:00:00,6.0,,,,,,0.73,,,,,,1.09
RUP_1049_ACC_05,1&2&3,2,21:15:00,6.0,,,,,,1.02,,,,,,
RUP_1035_STP_05,1&2,2,17:00:00,8.0,,,,,,,,,1.01,,,
RUP_1049_ACC_06,1,1,10:00:00,2.0,,,,,,,1,,,,,
RUP_975_FWN_07 (new) ,1&2,1,03:50:00,1.0,,,,,0.77,,,,,,,
RUP_975_FWN_07,1&2,2,15:30:00,3.0,,,,,,,,,0.85,1.0,,
RUP_1035_STP_06,1&2,1,04:45:00,9.0,,,,,,,1,,,,,
975_ACC (Rehab SI-GTC-240),4&5&6&7&8,1,14:00:00,7.0,,,,,0.79,,,,1.01,,,
RUP_1049_ACC_07,1&2,1,04:45:00,9.0,,,,,0.55,,,,,,,
RUP_1074_SP_03,1&2,1,14:30:00,3.0,,,,,,,0.6,,0.73,,,1
RUP_950_DEC_09,1&2,1,17:05:00,3.0,,,,,,,,0.67,,0.99,,
RUP_1035_STP_07,1&2,1,01:00:00,-1.0,,,,,0.43,,,,0.52,0.82,1.0,
RUP_975_FWN_08,1&2,1,05:20:00,-1.0,,,,,,,,,,,,1
RUP_950_DEC_09,1&2,2,16:15:00,-6.0,,,,,,,0.84,,,1.04,,
RUP_975_FWN_08,1&2&3,2,01:10:00,-4.0,,,,,1,,,,,,,
RUP_1000_INC_34,1&2&3,1,05:20:00,-4.0,,,,,,,,,,0.68,,1
RUP_975_FWN_08,1,1,21:15:00,-6.0,,,,,0.88,0.94,1,,,,,
RUP_1050_ACC(SI-GTC-246),1&2&3,2,02:20:00,-6.0,,,,,0.7,,0.85,,1.02,,,
RUP_950_DEC_10,1 & 2,1,09:30:00,-6.0,,,,,,,0.77,0.89,,1.01,,
RUP_975_FWN_09,1,1,11:05:00,-5.0,,,,,,1.11,,,,,,
RUP_1074_STP_03,1 & 2,2,13:55:00,-5.0,,,,,,,0.98,,,,,
RUP_950_DEC_10,1 & 2,2,21:30:00,-6.0,,,,,,0.77,,1.02,,,,
RUP_975_FWN_09,1 & 2,2,01:45:00,-6.0,,,,,1.06,,,,,,,
RUP_1049_ACC_07,1 & 2,2,06:20:00,-9.0,,,,,,,0.63,,,0.8,,0.87
RUP_1035_STP_07,1 & 2,2,13:30:00,-7.0,,,,,,1.01,,,,,,
RUP_950_DEC_11,1 & 2,1,16:35:00,-5.0,,,,,,,,0.9,1.05,,,
RUP_950_DEC_11,3,2,01:10:00,-6.0,,,,,,,,1.04,,,,
RUP_1074_STP_04,1 & 2,1,04:45:00,-6.0,,,,,,,,,,1.0,,
RUP_1075_RAD_01(REHAB),1,1,10:30:00,-7.0,,,,,0.84,,1,,,,,
RUP_1035_STP_08,1 & 2,1,16:00:00,-7.0,,,,,0.91,1,,,,,,
RUP_950_DEC_12,1 & 2,1,13:30:00,-7.0,,,,,,,,1.02,,,,
RUP_975_FWN_10,1 & 2,1,00:30:00,-6.0,,,,,,1.01,,,,,,
RUP_950_DEC_12,3 & 4,2,03:00:00,-7.0,,,,,,,,1.0,,,,
RUP_975_FWN_10,3 & 4,2,09:30:00,-7.0,,,,,1,,,,,,,
RUP_1049_ACC_08,1 & 2,1,12:00:00,0.0,,,,,1,,,,,,,
RUP_1035_STP_08,1,2,13:00:00,0.0,,,,,1.01,,,,,,,
RUP_950_DEC_13,1 & 2,1,02:15:00,-3.0,,,,,,,0.66,,,0.79,,
RUP_1049_ACC_08,3 & 4,2,04:45:00,-3.0,,,,,,,,,,,,
RUP_1035_STP_09,1 & 2,1,02:15:00,0.0,,,,,,1.01,,,,,,
RUP_950_DEC_13,1 to 4,1,09:00:00,,,,,,,,1,,,,,
RUP_975_FWN_11,"1,2 & 3",1,15:00:00,-1.0,,,,,,,0.65,,,1.03,,
RUP_1035_STP_09,1 & 2,2,17:00:00,-4.0,,,,,,,,,1.05,,,
RUP_1074_STP_05,1 & 2,1,23:40:00,-1.0,,,,,,1.03,,,,,,
RUP_950_DEC_14,1 & 2,1,04:30:00,1.0,,,,,,0.7,,,,1.0,,
RUP_1074_STP_05,1 & 2 & 3,2,20:50:00,5.0,,,,,,,0.75,,1.05,,,
RUP_950_DEC_14,1 & 2 & 3,2,00:20:00,6.0,,,,,1,,,,,,,
RUP_1035_STP_10,1 & 2,1,05:25:00,5.0,,,,,,,,,,,,
RUP_975_FWN_12,1 & 2,1,01:30:00,7.0,,,,,0.64,,0.96,,,,,
RUP_1035_STP_10,1 & 2,2,16:20:00,-2.0,,,,,0.99,,,,,,,
RUP_1049_ACC_10,1 & 2 & 3,1,21:15:00,-1.0,,,,,,,,,0.72,,1.0,
RUP_975_FWN_12,1 & 2 & 3,2,04:35:00,-2.0,,,,,0.62,,,,,,,
RUP_950_DEC_15,1 & 2,1,21:00:00,-8.0,,,,,1,,,,,,,
RUP_1049_ACC_10,1 & 2 & 3,2,01:40:00,-11.0,,,,,,,1.01,,,,,
RUP_1074_STP_07,1 & 2,1,17:30:00,-7.0,,,,,,,1,,,,,
RUP_1025_DEC_51(SI-GTC-262),1 & 2 & 3,1,23:30:00,-7.0,,,,,,,1.01,,,,,
RUP_1049_ACC_11,1,1,01:55:00,-6.0,,,,,1,,,,,,,
RUP_1074_STP_08,1 & 2,1,02:30:00,-6.0,,,,0.64,,1.01,,,,,,
RUP_975_FWN_13,1,2,21:30:00,-3.0,,,,,1,,,,,,,
RUP_950_DEC_17,1 & 2,1,12:15:00,4.0,,,,,0.98,,,,,,,
RUP_950_DEC_17,3 & 4,2,00:00:00,-2.0,,,,,1.01,,,,,,,
RUP_1049_ACC_12,1 & 2,1,03:10:00,-2.0,,,,,1.02,,,,,,,
RUP_1049_ACC_12,1 & 2,2,12:50:00,,,,,,0.8,,0.98,,,,,
RUP_975_FWN_14,1 & 2,1,15:05:00,,,,,,,0.92,,,,,,
RUP_1074_ACC_37,1 & 2,1,17:40:00,,,,,,,1.03,,,,,,
RUP_1074_STP(BENCH),1,1,22:25:00,-7.0,,,,,1.01,,,,,,,
RUP_975_FWN_14,3,2,04:30:00,,,,,,,,,,,0.85,,0.9
RUP_975_FWN_14,4 & 5 ,2,14:50:00,4.0,,,,,,,0.68,,,,,1
RUP_1049_ACC_12,5,1,23:05:00,-1.0,,,,,0.83,1.01,,,,,,
RUP_1074_ACC_38,1,1,18:05:00,4.0,,,,,,1.03,,,,,,
RUP_950_DEC_18,1 & 2,1,04:10:00,-1.0,,,,,0.27,,,,,,,1
RUP_1049_ACC_12,3 & 4,2,05:30:00,-1.0,,,,,,,,,0.99,,,
RUP_950_DEC_18,3,1,10:50:00,5.0,,,,,0.88,,1.01,,,,,
RUP_950_DEC_18,4 & 5,2,03:00:00,-2.0,,,,,0.75,1.03,,,,,,
RUP_1074_ACC_39,1 & 2 & 3,1,22:05:00,-2.0,,,,,1.03,,,,,,,
RUP_1049_ACC_13,1 & 2,1,13:00:00,2.0,,,,,0.82,,1,,,,,
RUP_1074_ACC_40,1 & 2,1,15:30:00,2.0,,,,,,1,,,,,,
RUP_1049_ACC_13,3 & 4,2,22:30:00,-4.0,,,,,0.89,,1,,,,,
RUP_1049_ACC_13,6,2,13:30:00,5.0,,,,,1,,,,,,,
RUP_950_DEC_19,1 & 2,1,21:00:00,-3.0,,,,,0.82,,1,,,,,
RUP_1074_ACC_41,1 & 2,1,03:00:00,-3.0,,,,,0.78,,0.89,,,,,1.06
RUP_950_DEC_19,3 & 4,2,09:30:00,-4.0,,,,,,1,,,,,,
RUP_1000_INC_40,1 & 2 & 3,1,13:50:00,4.0,,,,,0.54,,1.01,,,,,
RUP_1000_INC_40,4 & 5,2,00:20:00,-2.0,,,,,,,,,,,,
RUP_1074_ACC_42,1 & 2 & 3,1,05:00:00,-3.0,,,,,0.82,,,1.02,,,,
RUP_950_DEC_20,1 & 2 & 3 & 4  ,1,09:30:00,-3.0,,,,,0.78,,1.01,,,,,
RUP_1049_ACC_14,1,1,13:00:00,7.0,,,,,0.73,,1.03,,,,,
RUP_975_FWN_15,1,2,18:00:00,5.0,,,,,,0.84,,1.01,,,,
RUP_950_DEC_20,5 & 6,2,00:00:00,-1.0,,,,,0.87,,1.01,,,,,
RUP_1049_ACC_14,2 & 3,1,03:00:00,-2.0,,,,,0.94,1,,,,,,
RUP_1000_INC_41,1 & 2,1,02:45:00,0.0,,,,,,0.71,,0.79,,,,
RUP_975_FWN_16,1 & 2,1,03:45:00,0.0,,,,,,,,,,,,
RUP_950_DEC_21,1 & 2,1,02:00:00,1.0,,,,,0.46,,,0.55,,,,
RUP_1075_HWD_01,1 & 2,1,05:15:00,-1.0,,,,,,,,,,,,
RUP_950_DEC_21,1 & 2,1,02:00:00,,,,Never cured,,,,,,,,,
RUP_1074_SMP_04 ,1 & 2,1,09:30:00,,,,,,0.7,,0.96,,,,,
RUP_1025_DEC_52,1 & 2,1,14:30:00,,,,,,,0.9,,,,,,
RUP_950_DEC_21,1 & 2 & 3,2,17:30:00,2.0,,,,,,,0.6,,,0.78,,1
RUP_1025_DEC_52,3 & 4,2,01:50:00,-4.0,,,,,0.6,,0.76,,0.92,1.0,,
RUP_950_DEC_22,1 & 2,1,17:30:00,3.0,,,,,,,,,0.75,,0.93,1.04
RUP_1000_INC_42,1 & 2,1,02:45:00,2.0,,,,,0.96,,1,,,,,
RUP_975_FWN_15,3,2,04:20:00,2.0,,,,,0.63,,,,,,,
RUP_1049_ACC_15,4 & 5,2,09:00:00,1.0,,,,,0.7,,0.83,,0.95,1.0,,
RUP_1025_DEC_54,1 & 2,1,15:00:00,3.0,,,,,0.8,,0.89,,,1.01,,
RUP_1000_INC_42,4 & 5,2,21:30:00,1.0,,,,,0.62,,1.02,,,,,
RUP_1050_ACC_REHAB,1 & 2,1,03:00:00,0.0,,,,,0.38,,0.64,,1,,,
RUP_1075_HWD_(SI-GTC-287),1 & 2,1,09:30:00,2.0,,,,,0.48,,0.52,,0.69,0.63,,0.67
RUP_975_FWN_16,1,1,21:00:00,2.0,,,,,0.57,,1,,,,,
RUP_1049_ACC_16,3 & 4  ,2,23:00:00,3.0,,,,,,1,,,,,,
RUP_1075_HWD_04,1 & 2 & 3,1,02:00:00,3.0,,,,,0.55,,0.73,,1,,,
RUP_975_FWN_16,3 & 4  ,2,13:00:00,4.0,,,,,0.85,,,1.0,,,,
RUP_1049_ACC_17,1 & 2 & 3,1,15:00:00,4.0,,,,,,0.83,,,1.01,,,
RUP_975_FWN_16,3,2,23:00:00,4.0,,,,,1,,,,,,,
RUP_1049_ACC_17,4 & 5,2,02:30:00,4.0,,,,,0.72,,1.01,,,,,
RUP_1025_DEC_54,4,2,09:00:00,2.0,,,,,,,,,,1.0,,
RUP_975_FWN_17,1 & 2,1,23:30:00,6.0,,,,,0.74,0.99,,,,,,
RUP_100_INC_43,3,2,01:40:00,6.0,,,,,,,,,,,,
RUP_1049_ACC_18,1 &2,1,22:44:00,2.0,,,,,0.74,1.05,,,,,,
RUP_975_FWN_17,3 & 4,2,,,,,,,,,,,,,,
RUP_1049_ACC_18,3 & 4 & 5,2,,,,,,,,,,,,,,
RUP_975_FWN_17,3 to 6,2,15:10:00,4.0,,,,,,,0.79,0.99,,,,
RUP_1049_ACC_18,1 to 3 ,2,10:00:00,4.0,,,,,,,0.98,,,,,
RUP_1050_ACC_19,1,1,05:15:00,4.0,,,,,,,,,,,,
RUP_1074_ACC,1 & 2 & 3,1,01:15:00,4.0,,,,,,,1,,,,,
RUP_1050_ACC_19,2&3,2,06:00:00,2.0,,,,,,,1.06,,,,,
RUP_1050_ACC_20,1 &2,2,06:10:00,2.0,,,,,,,,0.54,,,0.99,
RUP_1075_HWS_11,1 & 2 & 3,1,23:20:00,2.0,,,,,,0-91,,1.03,,,,
RUP_975_FWN_19,1 and 2 ,1,09:10:00,6.0,,,,,,1,,,,,,
RUP_975_FWN_19,1 to 3 ,2,,,,,,,,1,,,,,,
RUP_1049_ACC_21,1 to 3 ,1,11:10:00,,,,,,,0.85,1,,,,,
RUP_1049_ACC_21,1 & 2 & 3,2,21:30:00,2.0,,,,,,,,,1.1,,,
RUP_975_FWN_20,1 & 2,1,00:30:00,1.0,,,,,,,,,0.68,,0.79,
RUP_1075_HWS_13,1 & 2 & 3,1,05:00:00,0.0,,,,,,,,,,,,
RUP_975_FWN_20,1 & 2 & 3,1,00:30:00,0.0,,,,,,,,,0.68,,0.79,1
RUP_975_FWN_20,1 & 2 & 3,2,20:30:00,1.0,,,,,,,1,,,,,
RUP_1049_ACC_22,1 & 2,1,09:00:00,2.0,,,,,,0..88,,1.0,,,,
RUP_1075_630_XC_16,1 & 2 & 3,1,14:15:00,3.0,,,,,0.83,,,1.01, ,,,
RUP_1049_ACC_22,1 & 2,2,18:00:00,3.0,,,,,,1.01,,,,,,
RUP_975_FWN_21,1 & 2,1,13:00:00,4.0,,,,,,,,,1,,,
RUP_1075_HWS_14,1 & 2 & 3,1,20:45:00,4.0,,,,,1,,,,,,,
RUP_1049_ACC_23,1 & 2,1,01:00:00,8.0,,,,,0.83,1,,,,,,
RUP_975_FWN_21,1 & 2,2,04:00:00,8.0,,,,,0.64,,1.01,,,,,
RUP_1049_ACC_23,3 & 4,2,12:30:00,5.0,,,,,,,1.01,,,,,
RUP_1075_HWS_15,1 & 2 & 3 & 4  ,1,21:00:00,6.0,,,,,,1.01,,,,,,
RUP_975_FWN_22,1 & 2,1,02:00:00,10.0,,,,,,,0.89,1.0,,,,
RUP_975_FWN_22,3 & 4,2,09:15:00,7.0,,,,,,1.01,,,,,,
RUP_1075_630_XC,1 & 2 & 3,1,14:00:00,8.0,,,,,1,,,,,,,
RUP_1049_ACC_24,1 & 2,1,00:30:00,5.0,,,,,1.01,,,,,,,
RUP_1075_630_XC_18,1 to 3 ,1,14:15:00,5.0,,,,,,,0.8,,1.01,,,
RUP_1075_HWS_16,1 & 2 & 3,1,16:15:00,5.0,,,,,,,0.7,,1,,,
RUP_975_HWS_23,1 & 2,1,22:50:00,3.0,,,,,1,,,,,,,
RUP_975_HWS_23,3 & 4,2,05:30:00,4.0,,,,,,,,0.99,,,,
RUP_1049_ACC_25,1 & 2,1,10:05:00,4.0,,,,,0.89,0.99,,,,,,
RUP_1049_ACC_25,3,2,20:50:00,4.0,,,,,1.02,,,,,,,
RUP_1075_HWS_17,1 & 2,1,00:40:00,4.0,,,,,1.02,,,,,,,
RUP_975_FWN_24,3,1,14:50:00,7.0,,,,,0.8,0.99,,,,,,
RUP_975_FWN_24,4 & 5,2,03:00:00,6.0,,,,,1.01,,,,,,,
RUP_1075_630_XC_19,1 & 2,1,22:10:00,6.0,,,,,1.03,,,,,,,
RUP_1049_ACC_26,1 & 2,1,01:00:00,4.0,,,,,1,,,,,,,
RUP_1049_ACC_26,3 & 4,2,06:00:00,7.0,,,,,,,1.04,,,,,
RUP_975_FWN_25,1 & 2 & 3 & 4  ,1,11:00:00,6.0,,,,,0.85,1,,,,,,
RUP_1075_615_XC_01,1 & 2 & 3 & 4  & 5,1,14:00:00,13.0,,,,,,1,,,,,,
RUP_1075_HWS_18,1 & 2,1,15:00:00,13.0,,,,0.83,1.01,,,,,,,
RUP_1049_ACC_27,1 & 2,1,17:40:00,13.0,,,,,,,,,,,,
RUP_975_FWN_25,1 & 2,2,22:10:00,9.0,,,,,1,,,,,,,
RUP_1049_ACC_27,1 & 2,2,02:00:00,8.0,,,,,1.01,,,,,,,
RUP_1075_630_XC_20,1 & 2,1,09:00:00,8.0,,,,,0.82,,1.01,,,,,
RUP_1049_ACC_28,1 & 2,1,02:00:00,9.0,,,,,,1,,,,,,
RUP_1049_ACC_28,3 & 4,2,10:30:00,9.0,,,,,,0.81,,1.01,,,,
RUP_1049_ACC_29,1 & 2,1,01:15:00,4.0,,,,,0.5,,0.57,,0.77,0.93,1.0,
RUP_975_FWN_26,1 & 2,1,16:00:00,10.0,,,,,0.73,,,,,1.0,,
RUP_1049_ACC_29,3 & 4 & 5,2,21:10:00,7.0,,,,,0.8,0.93,1.08,,,,,
RUP_960_STP_05,1 & 2,1,22:50:00,9.0,,,,,,1.01,,,,,,
RUP_975_FWN_26,3 & 4,2,02:50:00,3.0,,,,,0.78,,1.08,,,,,
RUP_1049_ACC_30,1 & 2,1,01:00:00,4.0,,,,,1,,,,,,,
RUP_1049_ACC_30,3 & 4 & 5,2,15:00:00,1.0,,,,,1.01,,,,,,,
RUP_1075_615_XC_04,1 & 2,1,09:00:00,1.0,,,,,,0.98,,,,,,
RUP_975_FWN_26 (REHAB),1,REHAB,00:15:00,-1.0,,,,,1,,,,,,,
RUP_1075_HWS_20,1 & 2,1,12:00:00,10.0,,,,,,,,1.01,,,,
RUP_975_FWN_27,2 & 2,1,14:00:00,10.0,,,,,,,1.01,,,,,
RUP_1049_ACC_31,1 & 2,1,01:40:00,5.0,,,,,1,,,,,,,
RUP_975_FWN_27,3 & 4,2,05:30:00,5.0,,,,,,,,1.0,,,,
RUP_1049_ACC_31,3 & 4,2,11:00:00,8.0,,,,,,,,,1,,,
RUP_960_STP_06,1 & 2,1,17:00:00,7.0,,,,,,,,,1.08,,,
RUP_975_FWN_28,1 & 2 & 3,1,04:00:00,9.0,,,,,1,,,,,,,
RUP_1049_ACC_32,1 & 2,1,09:00:00,9.0,,,,,,1.01,,,,,,
RUP_1075_615_XC_05,1 & 2,1,13:00:00,7.0,,,,,,,1.01,,,,,
RUP_1049_ACC_32,4 & 5,2,16:40:00,9.0,,,,,0.8,,,,1.07,,,
RUP_975_FWN_28,4 & 5 & 6,2,02:00:00,11.0,,,,,,,1.04,,,,,
RUP_1049_ACC_33,1 & 2,1,01:15:00,2.0,,,,,1,,,,,,,
RUP_1049_ACC_33,3 & 4,2,15:15:00,3.0,,,,,0.88,1.07,,,,,,
RUP_975_675_XC,1 & 2,1,23:40:00,2.0,,,,,1.09,,,,,,,
RUP_1049_ACC_34,1 to 3 ,1,14:40:00,5.0,,,,,0.96,,,,,,,
RUP_1049_ACC_34,3 & 4,2,23:20:00,0.0,,,,,1.04,,,,,,,
RUP_975_XCT_01,4,1,16:50:00,6.0,,,,,,1.05,,,,,,
RUP_1049_ACC_35,1 & 2,1,16:30:00,10.0,,,,,,,,,1.01,,,
RUP_1049_ACC_35,3 & 4,2,23:40:00,8.0,,,,,,1,,,,,,
RUP_1075_600_XCT_02,1 & 2,1,02:00:00,7.0,,,,,,1.01,,,,,,
RUP_975_XCT_675_01,1 & 2,1,16:35:00,12.0,,,,,1.01,,,,,,,
RUP_1049_ACC_36,1 & 2,1,03:30:00,7.0,,,,,,1,,,,,,
RUP_1049_ACC_36,3 & 4,2,12:00:00,14.0,,,,,1.01,,,,,,,
RUP_975_XCT_675_02,2 & 3,2,00:30:00,2.0,,,,,0.73,0.75,0.86,0.91,0.99,,,
RUP_975_XCT_675_03,2,2,20:45:00,4.0,,,,,0.63,,0.98,,,,,
RUP_1049_ACC_38,1,1,01:10:00,2.0,,,,,0.93,0.98,,,,,,
RUP_1049_ACC_38,1 and 2 ,2,12:00:00,6.0,,,,,1,,,,,,,
RUP_1049_ACC_39,1 & 2,1,12:00:00,13.0,,,,,1,,,,,,,
RUP_1049_ACC_39,3 & 4,2,17:30:00,7.0,,,,,1,,,,,,,
RUP_1075_600_XCT_04,1,1,01:50:00,5.0,,,,,,,,,,,,
RUP_975_XCT_675_04,1 & 2,1,13:00:00,1.0,,,,,0.86,,,1.01,,,,
RUP_1049_ACC_40,1 & 2,1,05:50:00,0.0,,,,,,,,0.88,1,,,
RUP_1049_ACC_40,3 & 4 & 5,2,13:10:00,1.0,,,,,0.93,1.02,,,,,,
RUP_975_XCT_675_05,3 & 4,2,10:15:00,2.0,,,,,,,,,,,,
RUP_1049_ACC_41,1 & 2,1,00:20:00,7.0,,,,,0.95,1,,,,,,
RUP_1049_ACC_41,3 & 4,2,05:30:00,7.0,,,,,,,,0.92,1,,,
RUP_975_XCT_675_05,5,2,15:00:00,5.0,,,,,1,,,,,,,
RUP_1049_ACC_42,3 & 4,2,23:05:00,9.0,,,,,1.01,,,,,,,
RUP_975_XCT_675_06,1,1,09:10:00,7.0,,,,,,1,,,,,,
RUP_975_XCT_675_06,1 & 2,2,17:30:00,6.0,,,,,,,0.6,,0.74,1.04,,
RUP_1049_ACC_43,1&2,1,03:00:00,6.0,,,,,,1.04,,,,,,
RUP_1049_ACC_43,1&2,2,11:10:00,17.0,,,,,,0.98,,,,,,
RUP_975_XCT_675_06,3,2,15:10:00,14.0,,,,,,0.85,,,,,,
RUP_1049_ACC_44,1,1,,,,,,,1,,,,,,,
RUP_1049_ACC_44,3 & 4,2,09:50:00,20.0,,,,,0.91,1,,,,,,
ZTN-1_01,1 & 2 & 3,1,15:00:00,22.0,,,,0.83,1,,,,,,,
RUP_1075_XCT_585_01,1 & 2 & 3,1,1900-01-17 00:00:00,22.0,,,,,0.99,,,,,,,
RUP_975_XCT_675_07,1,1,01:00:00,8.0,,,,,,1.02,,,,,,
RUP_975_XCT_675_07,2 & 3 & 4,2,00:30:00,7.0,,,,,1,,,,,,,
RUP_1049_ACC_45,1&2,1,15:00:00,15.0,,,,,1,,,,,,,
ZTN-1_02,1&2,1,18:00:00,14.0,,,,,0.91,,1,,,,,
ZTN-1_02,3 & 4,2,00:30:00,8.0,,,,,0.84,,,0.93,1.01,,,
RUP_1049_ACC_45,3 & 4 & 5,2,05:00:00,6.0,,,,,,,,,,1.14,,
RUP_975_XCT_675_08,1 & 2,1,13:10:00,18.0,,,,,1,,,,,,,
RUP_1075_XCT_585_02,1 & 2,1,18:00:00,19.0,,,,,,1,,,,,,
RUP_975_XCT_675_08,3 & 4,2,22:10:00,14.0,,,,,,1.02,,,,,,
ZTN-1_02,,2,12:00:00,16.0,,,,,,1.01,,,,,,
RUP_975_XCT_675_09,,2,,12.0,,,,,,1,,,,,,
RUP_1049_ACC_46,,1,,11.0,,,,,1,,,,,,,
RUP_950_BYP_03,1 & 2,1,12:00:00,14.0,,,,,0.98,,,,,,,
RUP_950_BYP_03,1,2,17:00:00,13.0,,,,,0.94,,,,,,,
RUP_1049_ACC_46,1 & 2,2,21:50:00,11.0,,,,,1.07,,,,,,,
RUP_975_XCT_675_10,1 & 2,1,10:40:00,15.0,,,,,1,,,,,,,
